행정구역_x,행정구역분류,2023년_계_총세대수,2023년_계_총인구수,2023년_세대수(전체세대),지역별 1인세대 / 지역별 전체세대,지역별 1인가구 / 전체인구비,지역별 1인가구수 / 전국 1인가구수비,montly-avg_단독다가구,dep-avg_단독다가구_월세,montly-avg_아파트,dep-avg_아파트_월세,montly-avg_연립다세대,dep-avg_연립다세대_월세,montly-avg_오피스텔,dep-avg_오피스텔_월세,dep-avg_단독다가구_전세,dep-avg_아파트_전세,dep-avg_연립다세대_전세,dep-avg_오피스텔_전세,montly-avg_mean,dep-avg_rent_mean,dep-avg_deposit_mean,count_도시철도,count_bus,count_transport,sum_과학·기술,sum_교육,sum_보건의료,sum_부동산,sum_소매,sum_수리·개인,sum_숙박,sum_시설관리·임대,sum_예술·스포츠,sum_음식,sum_all_shop
경기도 의정부시 송산1동,31030590,"7,691",57293,24173,31.81648947,13.4239785,0.0008,52.083333333333336,1863.148148148148,48.248275862068965,4228.827586206897,44.80851063829788,1787.6382978723404,51.63076923,996.9230769,10722.727272727272,19248.81189710611,9708.15873,12527.777777777776,49.19272226592505,2219.134277281846,13051.868919442471,3,93,96,133,123,25,84,345,198,3,44,87,449,5498
경기도 의정부시 자금동,31030600,"4,628",25802,11803,39.21037024,17.93659406,0.0005,41.17948717948718,1062.5,55.343434343434346,4307.676767676768,43.25423728813559,2135.2203389830506,65,1500,7614,18154.13385826772,10519.620689655172,,51.19428970276428,2251.3492766649547,12095.918182640964,,,,111,51,18,41,316,188,1,41,68,334,5186
경기도 의정부시 녹양동,31030640,"3,673",20152,9237,39.76399264,18.22647876,0.0004,36.99375,972.8125,23.352459016393443,3273.200819672132,42.67692307692308,1661.5384615384614,41.95,805,7504,15399.795918367348,8754,8780,36.24328302332913,1678.1379453026484,10109.448979591838,1,56,57,52,26,6,26,180,99,1,12,32,185,4656
경기도 의정부시 호원2동,31030650,"3,577",33020,13330,26.83420855,10.83282859,0.0004,37.19444444444444,1052.7777777777778,51.50810810810811,3937.875675675676,44.725,2343.525,,,6155.882352941177,19297.662551440328,11912.758620689656,,44.475850850850854,2444.7261511511515,12455.434508357052,4,35,39,50,54,9,31,191,131,0,13,45,275,4516
경기도 의정부시 흥선동,31030670,"4,527",19368,9672,46.80521092,23.37360595,0.0005,37.65476190476191,807.9166666666666,54.32258064516129,4905.548387096775,54.28813559322034,3034.576271186441,58.66666667,1133.333333,6317.213114754099,19710.344827586207,11173.690476190475,14800,51.23303620328589,2470.3436644874705,13000.312104632694,,,,89,23,5,26,196,123,0,34,26,199,4491
경기도 의정부시 가능동,31030680,"5,432",24260,12074,44.98923306,22.39076669,0.0005,40.07236842105263,849.5723684210526,77.38461538461539,3666.6666666666665,50.275,2366.25,48,3109.090909,7102.435064935065,22759,11068.969072164948,14637.5,53.932995951417006,2497.894986,13891.976034275003,1,38,39,201,45,4,45,264,195,2,30,45,387,5356
경기도 의정부시 의정부1동,31030690,"14,178",38966,23082,61.42448661,36.3855669,0.0014,41.62162162162162,920.777027,50.69011976047904,2347.8967065868264,45.98333333333333,1136.6666666666667,55.42105263,1533.684211,7896.25,15352.315010570825,11386.409523809523,12793.684210526317,48.42903184,1484.7561528133733,11857.164686226668,2,51,53,178,85,63,128,1581,455,102,91,165,1432,8436
경기도 의정부시 송산2동,31030700,"4,149",32012,13125,31.61142857,12.96076471,0.0004,41.84251968503937,1157.4803149606298,60.134020618556704,2860.9845360824743,35.75,4049.75,,,9803.636363636364,15567.66304347826,19960,,45.908846767865356,2689.4049503477013,15110.433135704874,,,,43,50,4,31,174,169,0,24,51,291,4666
경기도 의정부시 송산3동,31030710,"5,137",45456,18022,28.5040506,11.30103837,0.0005,49.02173913043478,2633,25.090177133655395,3053.732689,,,63.55813953,875,12880,20616.81871345029,,12323.391304347826,45.89001859803006,2187.2442297369835,15273.40333926604,1,71,72,137,121,31,62,331,229,0,29,114,668,5578
경기도 안양시 만안구 안양1동,31041510,"1,794",11883,5121,35.03222027,15.09719768,0.0002,,,62.31818181818182,6648.484848484848,46.5,875,48,900,,31039.55128205128,22750,16607.14285714286,52.27272727272727,2807.8282828282827,23465.564713064712,1,26,27,47,29,20,33,507,106,57,17,82,427,6700
경기도 안양시 만안구 안양2동,31041520,"4,460",22983,10872,41.02281089,19.40564765,0.0004,44.67741935483871,1827.4193548387093,93.27777777777776,5731.481481481482,46.014925373134325,4003.4477611940297,43.88461538,1900,13047.619047619048,32659.65517,15612.796116504856,11493.75,56.96368447,3365.5871493785553,18203.455084134424,,,,79,32,11,42,252,109,9,32,48,249,6262
경기도 안양시 만안구 안양3동,31041530,"2,996",15687,7359,40.71205327,19.09861669,0.0003,46.55483870967742,1688.0645161290322,57.375,7293.75,48.17924528301887,2525.8584905660377,,,11484.146341463416,21760.869565217392,13906.688311688313,,50.703027997565435,3835.891002,15717.234739456375,,,,36,30,7,33,123,96,4,20,37,265,5502
경기도 안양시 만안구 안양4동,31041540,"1,847",6738,3563,51.83833848,27.41169486,0.0002,47.18518518518518,2318.5185185185187,54.1,1125,53.4,4050,56.05,1200,9810,31085.714285714286,17406.25,16783.333333333332,52.68379629629629,2173.3796296296296,18771.324404761905,,,,47,17,24,25,345,101,14,24,40,278,927
경기도 안양시 만안구 안양5동,31041550,"2,156",10012,4886,44.1260745,21.53415901,0.0002,43.22596153846154,1994.9615384615383,60.5,7056.9,40.75,4790.6,59.23913043,2913.782609,11371.511627906975,23800,14140,17568.120689655174,50.928772992115384,4189.061036865385,16719.908079390538,,,,40,17,5,41,111,61,7,24,18,162,524
경기도 안양시 만안구 안양6동,31041560,"5,506",26557,12632,43.58771374,20.73276349,0.0006,39.712765957446805,1437.872340425532,60.52173913043478,7572.463768115942,50.38372093023256,4841.860465116279,66.50574713,3030.45977,10487.037037037036,28153.200657894737,14282.77894736842,20128.27083333333,54.28099328702854,4220.664085914438,18262.82186890838,1,27,28,194,32,8,43,189,133,38,65,30,350,1138
경기도 안양시 만안구 안양7동,31041570,"1,437",15006,5798,24.78440842,9.576169532,0.0001,61.66666666666666,833.3333333333334,95.24691358024693,11411.111111111111,45,1750,77.14285714,2285.714286,4000,36408.52290076336,11390,21750,69.76410934672839,4070.0396826111114,18387.13072519084,,,,490,66,5,49,154,87,0,47,29,247,1242
경기도 안양시 만안구 안양8동,31041580,"1,980",8339,4235,46.75324675,23.74385418,0.0002,44.70149253731344,1749.2537313432836,40.45454545454545,10454.545454545454,73.79310344827586,2501.103448275862,,,10258.620689655172,21233.33333333333,12855.795454545454,,52.983047146711584,4901.634211,14782.583159177986,,,,39,12,3,21,77,50,2,25,15,86,426
경기도 안양시 만안구 안양9동,31041590,"2,180",16524,7103,30.69125722,13.19293149,0.0002,34.23255813953488,2389.5348837209303,48.53846153846154,6388.461538461538,55.31578947368421,3809.2105263157896,,,9719.444444444443,18851.89873417721,16358.20895522388,,46.028936383893544,4195.735649499419,14976.51737794851,,,,22,12,2,12,57,43,0,6,9,94,358
경기도 안양시 만안구 석수1동,31041600,"1,910",18864,7502,25.45987737,10.12510602,0.0002,40.15517241,2491.3793103448274,71.69354838709677,7821.774193548387,55.108108108108105,2256.5675675675675,,,12058,31396.23809523809,15392.168674698794,,55.65227630173496,4189.907023820261,19615.468923312295,1,26,27,54,15,4,20,93,40,4,16,27,228,629
경기도 안양시 만안구 석수2동,31041610,"3,994",30097,12629,31.62562356,13.27042562,0.0004,41.74285714285714,1618.571428571429,54.28125,6984.375,45.875,4483.552631578948,,,12255.208333333334,27129.50364963504,14751.525,21950,47.299702380952375,4362.166353383459,19021.559245742093,1,54,55,62,25,6,49,152,114,5,41,35,182,829
경기도 안양시 만안구 석수3동,31041620,"1,918",12535,5442,35.24439544,15.30115676,0.0002,34.0625,1875,70,9473.357142857143,39.821917808219176,2137.945205479452,,,8861,27554.61111111111,11133.32813,,47.961472602739725,4495.434116112198,15849.646412037036,,,,16,18,0,15,63,40,0,5,11,83,436
경기도 안양시 만안구 박달1동,31041630,"3,051",14180,6892,44.26871735,21.51622003,0.0003,44.98203592814371,1646.1077844311378,60.53846153846154,7711.538461538462,37.50980392156863,3891.019607843137,,,10485.443037974685,24733.88888888889,14178.118279569891,,47.676767129391294,4416.221951270912,16465.816735477823,,,,38,21,7,27,185,121,0,15,39,251,930
경기도 안양시 만안구 박달2동,31041640,"1,622",21259,7797,20.8028729,7.62970977,0.0002,60.293103448275865,5008.620689655172,77.41666666666667,7333.333333333333,38.17647059,6764.705882352941,,,22413.14893617021,27082.5,14106.016949152545,,58.62874690105928,6368.886635113816,21200.555295107584,,,,18,13,3,12,75,53,0,7,17,84,543
경기도 안양시 동안구 비산1동,31042510,"2,096",28800,10661,19.66044461,7.277777778,0.0002,,,87.93650793650794,9430.642857142857,,,,,,31028.0875,,23600,87.93650793650794,9430.642857142857,27314.04375,,,,21,46,9,27,62,39,0,5,18,90,3303
경기도 안양시 동안구 비산2동,31042520,804,14547,5173,15.54223855,5.526912766,0.0001,,,102.15555555555557,12961.111111111111,,,,,,38787.93893129771,20000,,102.15555555555557,12961.111111111111,29393.969465648854,,,,15,17,2,20,67,48,0,7,16,69,3257
경기도 안양시 동안구 비산3동,31042530,"1,946",11438,5177,37.58933745,17.01346389,0.0002,40.55319149,2640.319149,62.5,7250,44.80303030303031,5222.727272727273,54,2600,14201.578947368422,20201.38888888889,16967.566844919787,16133.333333333334,50.46405544825758,4428.261605431818,16875.967003627607,,,,53,34,2,25,107,65,0,19,34,196,3548
경기도 안양시 동안구 부흥동,31042540,"1,608",16517,6312,25.47528517,9.735424108,0.0002,,,61.62436548,5196.294416243655,,,,,,24409.49042145594,,,61.62436548,5196.294416243655,24409.49042145594,,,,100,41,20,14,106,66,0,37,10,73,3489
경기도 안양시 동안구 달안동,31042550,"2,704",9952,5378,50.27891409,27.17041801,0.0003,,,62.68191721132898,3596.677559912854,,,58.8,3450,,20028.528511821976,,15950,60.74095860566449,3523.338779956427,17989.264255910988,,,,92,17,7,17,88,36,0,25,10,63,3395
경기도 안양시 동안구 관양1동,31042560,"5,910",33816,15450,38.25242718,17.476934,0.0006,49.94444444444444,4442.156862745098,28.17073170731708,6039.756097560976,45.985849056603776,4724.334905660377,60.10169492,2273.855932,20037.00396825397,18082.14285714286,16090.608899297424,17252.67924528302,46.05068003209132,4370.025949491613,17865.608742494318,,,,157,76,18,84,402,219,9,29,86,468,4881
경기도 안양시 동안구 관양2동,31042570,"3,818",18375,8733,43.71922592,20.77823129,0.0004,47.45255474452555,2471.532846715329,67.40186915887851,8165.663551401869,50.22689075630253,4477.210084033613,57.36585366,2487.804878,13459.666666666666,35204.487394957985,17355.66878980892,13837.142857142857,55.61179207992665,4400.5528400377025,19964.241427144105,1,37,38,1025,113,48,139,474,245,22,187,135,752,6483
경기도 안양시 동안구 부림동,31042580,"4,882",25847,12148,40.18768522,18.88807212,0.0005,,,71.42,5263.091428571429,,,62.04494382,3462.546816,,23423.45475638051,,17741.783783783783,66.73247191,4362.819122285715,20582.61927008215,1,39,40,293,55,13,61,152,151,14,39,39,491,4682
경기도 안양시 동안구 평촌동,31042590,804,14047,4921,16.33814265,5.723642059,0.0001,53.6,3750,83.20512821,11251.28205128205,49.8,2400,,,17200,32245.33333333333,18893.571428571428,,62.2017094,5800.427350427351,22779.634920634922,,,,205,43,7,38,193,63,2,24,39,151,4169
경기도 안양시 동안구 평안동,31042600,"1,399",22945,8075,17.3250774,6.09718893,0.0001,,,78.80276816608996,8230.086505190311,,,,,,30739.69022556391,,,78.80276816608996,8230.086505190311,30739.69022556391,,,,7,21,4,8,28,25,0,4,4,37,3277
경기도 안양시 동안구 귀인동,31042610,582,16228,5065,11.49062192,3.586393887,0.0001,50.59701492537314,7111.940298507463,96.90909091,22818.18181818182,,,,,21312.147058823528,50003.22580645161,,,73.75305291723203,14965.061058344641,35657.68643263757,,,,23,154,7,13,127,45,0,4,44,261,3844
경기도 안양시 동안구 호계1동,31042620,"2,095",21250,8164,25.66144047,9.858823529,0.0002,47.85915492957746,3258.450704225352,93.10877192982456,12341.649122807015,34,5887.5,72.16666667,8916.666667,14257.627118644068,33368.393300248135,18137,22459.090909090908,61.783648382350506,7601.066623508092,22055.52783199578,,,,479,48,26,88,283,119,3,75,42,255,4900
경기도 안양시 동안구 호계2동,31042630,"1,989",18847,7469,26.63007096,10.55340372,0.0002,52.23076923076923,1807.692307692308,64.875,5965.384615384615,45.333333333333336,2424.574074074074,62,3542.5,17933.333333333332,28827.278106508875,14154.64705882353,17296.7,56.10977564102564,3435.0377492877496,19552.989624666436,,,,190,40,2,33,129,68,0,23,33,150,3888
경기도 안양시 동안구 호계3동,31042640,"2,319",23160,8948,25.9164059,10.01295337,0.0002,39.81818181818182,2827.2727272727275,55.53260869565217,6196.739130434783,40.9,1496.65,53,500,,24971.435185185182,10972.90322580645,16450,47.31269763,2755.1654644268774,17464.779470330544,,,,29,28,7,13,129,80,15,19,45,206,4092
경기도 안양시 동안구 범계동,31042650,"1,495",15326,5838,25.60808496,9.754665275,0.0002,,,72.21691176470588,4965.330882352941,,,111.55,7593.75,,24594.684901531728,,34375.192307692305,91.88345588235293,6279.540441,29484.938604612016,1,19,20,57,50,66,27,581,204,8,19,69,452,5064
경기도 안양시 동안구 신촌동,31042660,819,12386,4448,18.41276978,6.612304214,0.0001,58.725,4497.5,81.39130435,9445.652173913044,,,,,12748.148148148148,30091.50393700788,,,70.05815217391304,6971.576086956522,21419.826042578014,,,,17,172,3,8,60,38,0,7,30,126,3717
경기도 안양시 동안구 갈산동,31042670,921,10515,3836,24.00938478,8.758915835,0.0001,48.61904761904762,2353.968253968254,,,,,,,16957.575757575756,,,,48.61904761904762,2353.968253968254,16957.575757575756,,,,26,22,0,15,53,38,0,14,4,60,3180
경기도 부천시 심곡동,31050870,"17,079",59193,32022,53.33520705,28.85307384,0.0017,39.08909574468085,936.3231382978724,50.20331950207469,1362.240663900415,50.81105991,1892.179723502304,51.74257426,1260.821782,7999.727272727273,15243.657407407409,12762.944606413994,10618.952380952382,47.96151235364741,1362.891326925148,11656.320416875264,,,,288,87,40,177,880,511,123,131,251,1429,7504
경기도 부천시 부천동,31050880,"14,050",85000,38161,36.81769346,16.52941176,0.0014,39.46489104116223,1222.3970944309926,57.78512396694215,3263.6115702479337,49.71195652173913,2420.586956521739,24.8490566,1182.735849,7592.857142857143,16950.575757575756,13226.445585215606,18750,42.95275703246088,2022.3328675501662,14129.969621412125,4,145,149,483,104,28,187,976,555,25,164,219,1199,7547
경기도 부천시 중동,31050890,"6,701",39922,17680,37.90158371,16.7852312,0.0007,41.50877192982456,1822.807018,29.15254237288136,7644.429378531074,43.85585585585586,2739.4774774774774,49.12100457,1518.800228,9517.857142857143,22093.379310344822,13011.951612903224,10825.645933014352,40.909543682140445,3431.378525388103,13862.208499779885,,,,382,83,12,91,668,278,17,103,96,647,6012
경기도 부천시 신중동,31050900,"19,967",127690,55423,36.02655937,15.63708983,0.002,52.290983606557376,2194.6721311475408,66.56181318681318,3084.035714285714,38.98253275,1265.240174672489,64.06835443,2107.301266,14703.27868852459,20893.03391167193,12653.09523809524,16848.76595744681,55.47592099361557,2162.812321526436,16274.543448934644,2,167,169,682,303,119,205,1288,621,42,166,271,1700,9052
경기도 부천시 상동,31050910,"7,390",82491,31114,23.75136594,8.958553054,0.0007,56.98484848484848,4239.015151515152,56.09411764705882,6356.581176470589,170,3500,45.20851064,908.0851064,19719.87261146497,24509.320185614848,36606.25,9175,82.07186919297682,3750.920358596435,22502.610699269953,1,142,143,411,311,70,139,1014,625,42,171,230,1228,7916
경기도 부천시 대산동,31050920,"13,986",76367,35478,39.42161339,18.3141933,0.0014,38.37173913043478,1117.8260869565215,56.73513513513514,4616.594594594595,48.22784810126582,2483.455696202532,58.77876106,1404.256637,8013.990476190476,25082.846975088967,11861.10447761194,13803.4375,50.52837085670894,2405.5332536884125,14690.344857222844,3,91,94,178,95,32,163,898,402,24,113,152,856,6606
경기도 부천시 소사본동,31050930,"7,956",53730,23714,33.5498018,14.80737018,0.0008,36.77407407407407,1282.574074074074,57.89473684210526,5353.589474,46.875,2627.133333333333,81.44444444,3996.888889,7928.3536585365855,25481.73722627737,13239.895833333334,23920.3125,55.74706383904483,3315.0464425229043,17642.574804536824,4,80,84,88,68,22,94,449,274,16,53,72,536,5385
경기도 부천시 범안동,31050940,"11,462",99963,40085,28.59423725,11.46624251,0.0012,47.55095541401274,3332.1974522292994,43.274193548387096,4928.680645,49.23943661971831,3047.197183098592,53.4,1502.5,16604.982367758188,25259.31336,13569.54945054945,13595.323529411764,48.36614639552954,3202.6438201222954,17257.292177943677,,,,359,254,46,120,595,374,24,92,115,773,6494
경기도 부천시 성곡동,31050950,"13,222",77558,35228,37.53264449,17.04788674,0.0013,43.33185840707964,2393.6946902654868,38.51984126984127,2200.123015873016,43.98139534883721,1892.553488372093,64,2200,18348.56115107913,11136.90243902439,10606.973727422002,18866.666666666668,47.45827375643953,2171.5927986276492,14739.775996048047,1,162,163,129,66,23,102,570,315,0,58,113,649,5473
경기도 부천시 오정동,31050960,"13,149",78054,35191,37.3646671,16.84602967,0.0013,38.961977186311785,1022.8136882129278,49.99333333333333,1543,43.81,1648.506,40,600,6562.5,15258.262711864409,10795.84401114206,,43.19132762991128,1203.579922053232,10872.202241002156,1,209,210,232,69,27,168,800,496,28,120,220,1033,6973
경기도 광명시 광명1동,31060510,42,50,45,93.33333333,84,0,,,,,,,,,,,,,0,0,0,,,,4,1,0,0,3,3,0,2,0,4,1064
경기도 광명시 광명2동,31060520,742,2921,1534,48.37027379,25.4022595,0.0001,39.8,900,,,56.05882352941177,5300,76,1000,8333.333333333334,,17264.444444444445,15700,57.286274509803924,2400,13765.925925925927,,,,12,3,0,15,42,16,15,3,16,84,1763
경기도 광명시 광명3동,31060530,"2,242",9728,4904,45.7177814,23.046875,0.0002,42.895348837209305,2001.1627906976744,,,53.958333333333336,6309.722222222223,65,2571.428571,13151.020408163266,,21898.163265306124,22500,53.95122739018088,3627.4378613066324,19183.061224489797,1,10,11,34,20,14,44,365,107,16,30,24,244,2660
경기도 광명시 광명4동,31060540,"1,314",7692,3526,37.26602382,17.08268331,0.0001,42.97560975609756,1448.780487804878,87.0625,11500,49.68571428571428,3800,45,500,12528.57142857143,37038.09523809524,17288.059701492537,,56.18095601045296,4312.195121951219,22284.90879,,,,22,20,12,31,128,67,11,15,38,211,2366
