행정구역_x,행정구역분류,2023년_계_총세대수,2023년_계_총인구수,2023년_세대수(전체세대),지역별 1인세대 / 지역별 전체세대,지역별 1인가구 / 전체인구비,지역별 1인가구수 / 전국 1인가구수비,sum_과학·기술,sum_교육,sum_보건의료,sum_부동산,sum_소매,sum_수리·개인,sum_숙박,sum_시설관리·임대,sum_예술·스포츠,sum_음식,sum_all_shop,count_bus,count_도시철도,count_transport,단독다가구 월세 단위면적당 보증금,단독다가구 단위면적당 월세금,단독다가구 전세 단위면적당 보증금,아파트 월세 단위면적당 보증금,아파트 단위면적당 월세금,아파트 전세 단위면적당 보증금,연립다세대 월세 단위면적당 보증금,연립다세대 단위면적당 월세금,연립다세대 전세 단위면적당 보증금,오피스텔 월세 단위면적당 보증금,오피스텔 단위면적당 월세금,오피스텔 전세 단위면적당 보증금
전라북도 남원시 주생면,35050340,569,1753,1030,55.24271845,32.45864233,0.0001,1,0,0,0,17,2,1,2,3,5,1122,42,,42,0,0.2528848689603067,44.83902788987535,,,,,,,,,
전라북도 남원시 금지면,35050350,690,2144,1280,53.90625,32.18283582,0.0001,0,2,0,0,12,5,1,3,0,20,1019,43,,43,3.868471953578336,0.483558994,,,,,,,,,,
전라북도 남원시 대강면,35050360,555,1473,927,59.87055016,37.67820774,0.0001,1,0,0,1,8,1,2,0,0,11,1008,49,,49,,,,,,,,,,,,
전라북도 남원시 대산면,35050370,404,1564,766,52.74151436,25.83120205,0,0,0,0,0,5,1,0,0,0,10,579,43,,43,0,0.1797429675563943,,,,,,,,,,
전라북도 남원시 사매면,35050380,419,1452,788,53.17258883,28.85674931,0,2,0,1,0,13,4,0,1,2,5,1226,43,,43,25.515523680893512,0.3773587088840751,,,,,,,,,,
전라북도 남원시 덕과면,35050390,339,917,573,59.16230366,36.96837514,0,1,0,0,0,8,0,0,0,1,3,766,34,,34,,,,,,,,,,,,
전라북도 남원시 보절면,35050400,460,1367,835,55.08982036,33.65032919,0,3,1,0,0,8,2,2,3,1,4,1763,61,,61,63.20224719101123,0.1404494382022471,12.785168048325945,,,,,,,,,
전라북도 남원시 산동면,35050410,525,1675,987,53.19148936,31.34328358,0.0001,0,0,0,0,10,3,1,2,2,4,1197,46,,46,,,,,,,,,,,,
전라북도 남원시 이백면,35050420,603,2161,1177,51.23194562,27.90374826,0.0001,2,1,0,3,19,3,0,4,2,7,1578,60,,60,,,,,,,,,,,,
전라북도 남원시 인월면,35050430,769,2726,1507,51.02853351,28.20983125,0.0001,7,2,1,4,72,23,11,1,8,120,2117,47,,47,12.85976814758498,0.641980789,85.61944197,18.94721295,0.6079881398190004,,10.55467453341742,0.6926505162555181,,,,
전라북도 남원시 아영면,35050440,530,1840,1039,51.0105871,28.80434783,0.0001,1,1,0,0,18,5,2,0,0,16,1296,63,,63,,,,,,,,,,,,
전라북도 남원시 산내면,35050450,641,2040,1180,54.3220339,31.42156863,0.0001,1,7,0,2,56,2,86,2,6,97,2094,48,,48,3.7258541385194937,0.447859665,154.3209877,,,,,,,,,
전라북도 남원시 동충동,35050510,808,3092,1632,49.50980392,26.13195343,0.0001,23,6,5,6,87,28,11,12,3,59,279,10,,10,17.364582233484672,1.1375504610565583,126.1904761904762,50.1002004,0.668002672,,10.19160211985324,0.6114961271911944,106.66666666666669,,,
전라북도 남원시 죽항동,35050520,978,3034,1747,55.98168288,32.2346737,0.0001,41,18,7,8,310,91,16,15,34,231,850,11,,11,12.10591805364231,0.7205550608042409,78.32286287775567,16.55717725651829,0.6730225186398192,108.3772252896052,50.74854097944685,1.2687135244861711,,,,
전라북도 남원시 노암동,35050540,"1,316",5980,2893,45.48911165,22.00668896,0.0001,10,4,2,0,58,19,8,10,9,88,341,18,,18,5.787913273742742,0.3806341918944715,107.3066042337333,70.92227229,0.346005892,192.7052040086462,,,,,,
전라북도 남원시 금동,35050550,"1,404",6191,3091,45.42219346,22.67808109,0.0001,9,8,4,10,271,62,5,10,19,175,780,18,,18,14.277485377183378,0.7587336479078076,128.27585970790216,48.06773262800979,0.4104901541812997,181.79619103758495,132.8919542930571,0.6542019643165923,221.33905207861963,,,
전라북도 남원시 왕정동,35050560,"1,025",4987,2437,42.05990973,20.55343894,0.0001,13,2,3,0,71,34,0,6,7,43,398,22,,22,98.34927528,0.6055047589403022,174.70998661223433,36.07107804483676,0.6959272334066012,171.24151140736393,8.547008547008547,0.6837606837606838,143.69536582445215,,,
전라북도 남원시 향교동,35050570,"1,936",6672,3660,52.89617486,29.01678657,0.0002,45,14,3,9,128,73,11,15,16,117,757,42,,42,17.2382408,0.8591517969216198,131.51680653462546,11.536205866177909,0.9758814390998912,84.57433380341188,,,72.62164124909222,,,
전라북도 남원시 도통동,35050590,"2,693",16604,7220,37.29916898,16.21898338,0.0003,47,44,3,13,215,132,10,27,34,364,1356,66,,66,17.015284867883807,1.1079029008576546,147.93520116899674,102.13574934208424,0.2769764970724857,109.37248702342345,,,,,,
전라북도 김제시 만경읍,35060110,869,2605,1549,56.10071014,33.35892514,0.0001,3,0,1,3,37,19,1,1,5,44,1611,65,,65,,,,,,40.16064257028113,,,,,,
전라북도 김제시 죽산면,35060310,822,2368,1437,57.20250522,34.71283784,0.0001,1,1,0,0,22,3,0,2,0,14,309,94,,94,,,,,,,,,,,,
전라북도 김제시 백산면,35060320,954,3142,1787,53.3855624,30.36282623,0.0001,2,2,0,2,22,6,1,8,3,28,537,87,,87,,,59.523809523809526,57.21663294251008,0.774107387,223.49043606072047,,,,,,
전라북도 김제시 용지면,35060330,"1,022",3366,1894,53.95987328,30.36244801,0.0001,2,2,0,0,117,13,1,4,4,25,644,170,,170,,,,,,,,,,,,
전라북도 김제시 백구면,35060340,"1,096",3670,2078,52.74302214,29.86376022,0.0001,6,2,1,6,82,7,1,5,3,32,781,92,,92,1.3171829044013434,0.4022214989914254,28.30188679245283,,,,,,,,,
전라북도 김제시 부량면,35060350,412,1291,752,54.78723404,31.91324555,0,2,1,0,1,4,2,0,3,1,13,609,60,,60,,,,,,,,,,,,
전라북도 김제시 공덕면,35060360,709,2469,1366,51.9033675,28.71607938,0.0001,6,0,0,2,20,3,0,2,0,12,526,69,,69,10.302905419328251,0.206058108,,,,,,,,,,
전라북도 김제시 청하면,35060370,516,1681,973,53.03186023,30.69601428,0.0001,2,2,0,0,7,1,0,0,1,11,541,87,,87,,,,,,,,,,,,
전라북도 김제시 성덕면,35060380,562,1711,1011,55.58852621,32.84628872,0.0001,2,1,0,0,3,2,0,1,1,6,650,82,,82,,,,,,,,,,,,
전라북도 김제시 진봉면,35060390,884,2457,1512,58.46560847,35.97883598,0.0001,1,1,0,4,12,2,2,3,1,14,867,124,,124,1.5126304643775526,0.2571471789441839,,,,,,,,,,
전라북도 김제시 금구면,35060400,"1,253",4896,2564,48.86895476,25.59232026,0.0001,9,7,3,15,59,22,16,8,11,77,1165,112,,112,31.779661016949152,0.4766949152542372,187.37715038106813,33.375069589458775,0.4174322378088674,,,,118.97922622710075,,,
전라북도 김제시 봉남면,35060410,795,2152,1331,59.72952667,36.94237918,0.0001,0,0,0,0,13,3,0,2,1,5,574,74,,74,,,,,,,,,,,,
전라북도 김제시 황산면,35060420,648,1887,1120,57.85714286,34.34022258,0.0001,7,0,0,2,20,5,2,2,1,7,910,59,,59,4.62962963,0.5787037037037037,14.421690222094028,,,,,,,,,
전라북도 김제시 금산면,35060430,"1,585",4511,2730,58.05860806,35.13633341,0.0002,7,5,2,9,82,24,11,4,9,126,1353,136,,136,14.44679351656096,0.353111106,,,,,26.33658151171978,0.5267316302343956,,,,
전라북도 김제시 광활면,35060440,388,1296,750,51.73333333,29.9382716,0,0,2,0,1,7,1,0,0,0,7,597,74,,74,,,,,,,,,,,,
전라북도 김제시 요촌동,35060510,"2,691",10778,5479,49.11480197,24.96752644,0.0003,91,45,10,28,477,162,20,54,38,382,2513,54,,54,8.890916458288434,0.9258220604802844,90.21251279281628,19.685512688162422,0.7623023996906207,107.14956020827964,9.165653515574874,0.7568372775360971,115.52041061836368,,,
전라북도 김제시 신풍동,35060520,"2,710",12801,6174,43.89374798,21.17022108,0.0003,35,20,2,10,115,77,1,21,16,156,1677,88,,88,13.522674626999589,0.7232056427223612,102.06678524213363,25.744652962318884,0.612260995,103.00067798100972,,,,,,
전라북도 김제시 검산동,35060540,"2,870",12075,5967,48.09787163,23.76811594,0.0003,12,18,1,9,107,53,9,7,27,163,1684,54,,54,11.664261664261666,0.8874458874458875,60.505218575102106,61.73487161575002,0.4426639157259566,92.79514368,22.613024091944272,0.7718883973883139,,11.815675462780622,1.3784954706577393,
전라북도 김제시 교월동,35060580,"1,394",6274,3151,44.23992383,22.21868027,0.0001,8,8,1,3,68,43,12,12,5,54,1648,90,,90,10.917874309923135,0.5150022469941282,119.98441176911432,57.43237627835693,0.311603234,60.93576383212117,8.455944529,0.6764755623203111,,,,
전라북도 완주군 삼례읍,35510110,"5,162",20045,10396,49.65371297,25.75205787,0.0005,33,48,10,30,248,92,11,30,28,300,2220,118,,118,31.547991857374985,0.7137625330096924,121.65694517741436,55.52512001233471,0.3403986279052842,211.5363816342245,27.503197008068224,0.6157331548707161,110.10419360131247,16.80672268907563,0.6722689075630253,
전라북도 완주군 봉동읍,35510120,"4,208",24654,10918,38.54185748,17.06822422,0.0004,65,49,10,15,316,135,15,56,44,420,2576,210,,210,25.49755719108896,0.927640271,127.74548950415742,33.299020381623166,0.4764584496622283,202.59171043796408,34.21861778130194,0.5305119086382124,59.90218885,18.00506939,1.4492591765319038,
전라북도 완주군 용진읍,35510130,"2,288",10385,5218,43.84821771,22.0317766,0.0002,30,10,1,16,66,23,2,14,3,65,1740,123,,123,19.762046513472832,0.371340357,150.3457953292573,75.90512908732326,0.5290569779840015,186.6114871638952,,,,,,
전라북도 완주군 상관면,35510320,928,4079,2061,45.02668607,22.75067418,0.0001,6,9,0,1,62,13,21,6,2,61,340,76,,76,5.097879282218597,0.4078303425774878,,20.046775810223856,0.5512863347811561,101.6260162601626,,,119.36999929011598,,,
전라북도 완주군 이서면,35510330,"3,232",14855,7203,44.87019298,21.75698418,0.0003,101,81,9,42,192,82,13,32,36,329,1152,166,,166,52.27750390291945,0.6329315705495336,215.36438371951465,63.462691984739365,0.5057444052334541,182.25239618854883,,,,71.87305188576184,1.5303258380221845,327.47187878405646
전라북도 완주군 소양면,35510340,"1,393",5722,2942,47.34874235,24.34463474,0.0001,19,12,3,4,74,9,18,8,5,99,551,169,,169,10.479534532148302,0.1794528491364898,,,,,,,,,,
전라북도 완주군 구이면,35510350,"1,433",5543,2944,48.67527174,25.85242648,0.0001,23,10,2,7,78,9,15,7,3,89,596,139,,139,61.327215493672114,0.5566996933141493,91.81725961596293,,,,,,166.26025271558413,,,
전라북도 완주군 고산면,35510360,"1,168",4327,2311,50.54089139,26.9932979,0.0001,12,19,1,7,98,21,8,10,9,90,698,82,,82,13.57773251866938,0.3394433129667345,99.45874962,38.15712556246134,0.5317685089987411,149.97335710279955,15.53494739137689,0.4681241271855668,134.96258553966132,,,
전라북도 완주군 비봉면,35510370,539,1776,1011,53.31355094,30.3490991,0.0001,1,0,0,0,11,1,2,1,0,8,345,70,,70,,,152.77777777777777,,,,,,,,,
전라북도 완주군 운주면,35510380,634,1893,1157,54.7968885,33.49181194,0.0001,2,3,0,2,51,6,44,10,1,95,751,10,,10,21.586616297895304,0.215866163,50.08012820512821,,,,23.696682464454973,0.533175355,,,,
전라북도 완주군 화산면,35510390,629,2542,1344,46.80059524,24.74429583,0.0001,3,6,1,0,14,4,2,2,0,26,584,70,,70,22.79948812883985,0.7632713422299784,112.46301138919596,,,,,,,,,
전라북도 완주군 동상면,35510400,317,1048,591,53.63790186,30.2480916,0,1,0,0,1,52,2,33,1,4,64,737,62,,62,,,,,,,,,,,,
전라북도 완주군 경천면,35510410,281,958,556,50.53956835,29.33194154,0,2,2,0,0,9,0,3,2,1,7,582,24,,24,,,,,,,,,,,,
전라북도 진안군 진안읍,35520110,"2,427",9706,5012,48.42378292,25.00515145,0.0002,55,14,4,9,237,74,14,12,17,201,1224,126,,126,21.567947006538382,0.9380779168993144,101.2580719817562,55.02811654835715,0.3003435907800673,154.25117236374672,39.678482561745895,0.752426591,141.43570404994668,,,
전라북도 진안군 용담면,35520310,336,840,556,60.43165468,40,0,2,1,0,0,11,2,2,1,1,14,1092,16,,16,,,,,,,,,,,,
전라북도 진안군 안천면,35520320,304,1056,600,50.66666667,28.78787879,0,1,1,0,0,15,4,4,2,2,14,1141,36,,36,,,,,,,,,,,,
전라북도 진안군 동향면,35520330,458,1331,807,56.75340768,34.41021788,0,1,2,0,0,13,2,2,1,0,8,1029,56,,56,,,,,,,,,,,,
전라북도 진안군 상전면,35520340,242,831,471,51.38004246,29.12154031,0,0,0,0,0,1,0,7,0,0,6,455,30,,30,,,,,,,,,,,,
전라북도 진안군 백운면,35520350,687,1924,1173,58.56777494,35.70686071,0.0001,3,1,0,1,20,4,17,1,1,20,1380,58,,58,,,,,,,,,,,,
전라북도 진안군 성수면,35520360,584,1694,1018,57.36738703,34.47461629,0.0001,2,0,0,0,16,0,3,0,0,6,661,74,,74,,,,,,,,,,,,
전라북도 진안군 마령면,35520370,496,1731,971,51.08135942,28.65395725,0,4,2,0,0,29,5,3,2,0,23,1218,38,,38,,,,,,,,,,,,
전라북도 진안군 부귀면,35520380,768,2862,1532,50.1305483,26.83438155,0.0001,7,5,0,1,27,7,12,4,0,38,1420,82,,82,21.28565346956152,0.2128565346956151,,,,,,,,,,
전라북도 진안군 정천면,35520390,258,1037,551,46.82395644,24.87945998,0,0,1,0,1,10,0,10,1,0,12,1040,31,,31,24.47381302006853,0.3671071953010279,,,,,,,,,,
전라북도 진안군 주천면,35520400,525,1453,902,58.20399113,36.1321404,0.0001,1,1,0,0,22,2,10,1,1,31,1503,49,,49,,,,,,,,,,,,
전라북도 무주군 무주읍,35530110,"2,200",9348,4678,47.02864472,23.53444587,0.0002,45,13,1,7,183,72,14,28,24,207,2169,111,,111,32.93406471516934,0.924001081,126.38015393324709,33.81802221,0.3712661377282735,106.4101982488772,32.809678237573806,1.3281301802424474,158.2438166280955,,,
전라북도 무주군 무풍면,35530310,717,2114,1299,55.19630485,33.91674551,0.0001,1,0,0,0,36,7,26,3,5,30,330,56,,56,6.122448979591836,0.6122448979591837,,,,,,,,,,
전라북도 무주군 설천면,35530320,"1,235",3851,2226,55.48068284,32.06959231,0.0001,3,7,1,7,79,12,147,91,19,171,900,66,,66,16.74936506,0.9347706022636229,81.08108108,,,62.68013468013468,,,,,,
전라북도 무주군 적상면,35530330,891,2522,1544,57.70725389,35.32910389,0.0001,6,1,0,1,25,4,16,10,3,34,500,67,,67,,,,,,,,,,,,
전라북도 무주군 안성면,35530340,"1,286",4049,2390,53.80753138,31.76092862,0.0001,7,4,1,2,90,23,8,2,5,61,717,64,,64,5.363368195226602,0.4022526146419952,132.66998341625208,,,,,,,,,
전라북도 무주군 부남면,35530350,526,1367,871,60.39035591,38.4784199,0.0001,2,2,0,0,13,1,6,7,1,8,540,50,,50,,,,,,,,,,,,
전라북도 장수군 장수읍,35540110,"1,648",7041,3545,46.48801128,23.40576623,0.0002,29,13,2,7,100,46,9,12,18,134,1136,57,,57,11.87001679548768,1.0214975644862478,123.18305001231828,39.054511156112376,0.1613726464878394,,44.33328327327448,0.9915539112738054,,8.981928788692073,1.5272857398461264,
전라북도 장수군 산서면,35540310,628,1967,1139,55.13608428,31.92679207,0.0001,0,0,0,1,22,6,0,2,3,19,920,71,,71,3.571428571428572,0.2678571428571428,,,,,,,,,,
전라북도 장수군 번암면,35540320,743,2187,1329,55.90669676,33.97347965,0.0001,3,2,0,0,19,4,14,0,2,24,1124,79,,79,,,,,,,,,,,,
전라북도 장수군 장계면,35540330,"1,144",4209,2257,50.68675233,27.1798527,0.0001,12,6,2,6,86,38,6,3,9,109,1752,50,,50,41.67147531081867,0.2946475695236024,59.60495894124213,88.38506472838124,0.2306941356254234,,49.122305241667625,0.5972495228473631,127.97168986410723,,,
전라북도 장수군 천천면,35540340,667,2006,1201,55.53705246,33.25024925,0.0001,5,4,0,0,13,3,7,2,3,14,1364,57,,57,,,,,,,,,,,,
전라북도 장수군 계남면,35540350,616,2065,1169,52.69461078,29.83050847,0.0001,5,5,0,1,29,5,4,2,6,24,1584,42,,42,20.808767427342723,0.3814940695012832,69.95452955578874,,,,,,,,,
전라북도 장수군 계북면,35540360,500,1508,902,55.43237251,33.15649867,0.0001,0,0,0,0,15,3,7,1,0,15,945,45,,45,,,,,,,,,,,,
전라북도 임실군 임실읍,35550110,"1,823",7180,3663,49.76794977,25.38997214,0.0002,35,13,4,5,132,47,6,13,19,162,2158,80,,80,11.032718687178386,0.6474076963058469,60.48251902227627,46.59661318194831,0.2694694978478338,,51.25446104292832,0.5125446104292832,95.77397342272236,,,
전라북도 임실군 청웅면,35550310,440,1230,756,58.2010582,35.77235772,0,0,1,0,0,16,6,0,1,1,16,391,33,,33,,,,,,,,,,,,
전라북도 임실군 운암면,35550320,547,1565,965,56.68393782,34.95207668,0.0001,3,1,0,1,25,2,13,3,0,38,593,83,,83,23.304591004427877,0.5826147751106968,,,,,10.645092612305728,1.0645092612305729,11.806375442739078,,,
전라북도 임실군 신평면,35550330,489,1410,848,57.66509434,34.68085106,0,2,0,0,0,12,5,0,4,2,7,461,45,,45,,,,,,,,,,,,
전라북도 임실군 성수면,35550340,515,1566,934,55.1391863,32.88633461,0.0001,0,3,0,0,12,3,2,2,6,17,577,53,,53,,,,,,,,,,,,
전라북도 임실군 오수면,35550350,"1,081",3410,1991,54.29432446,31.70087977,0.0001,5,1,1,1,80,31,3,8,2,69,975,71,,71,,,44.34589800443459,,,183.8201504,8.254911672445104,0.4952947003467063,,,,
전라북도 임실군 신덕면,35550360,464,1279,782,59.33503836,36.27834246,0,1,2,0,0,6,3,2,1,0,2,622,43,,43,,,34.09090909090909,,,,,,,,,
전라북도 임실군 삼계면,35550370,541,1425,911,59.38529089,37.96491228,0.0001,3,0,0,0,5,3,1,2,1,3,653,70,,70,,,,,,,,,,,,
전라북도 임실군 관촌면,35550380,919,3165,1761,52.18625781,29.03633491,0.0001,8,2,0,2,53,19,5,6,0,58,910,55,,55,20.2020202,0.404040404,21.96595277320154,6.717044500419815,0.5037783375314862,,8.709841277373947,0.6136578183381014,,,,
전라북도 임실군 강진면,35550390,513,1401,865,59.30635838,36.61670236,0.0001,2,2,1,1,29,9,3,3,2,25,1039,40,,40,6.949270326615705,0.463284688,,,,,,,,,,
전라북도 임실군 덕치면,35550400,456,1151,739,61.70500677,39.61772372,0,1,1,1,0,6,1,5,6,0,5,853,35,,35,,,,,,,,,,,,
전라북도 임실군 지사면,35550410,380,1174,701,54.20827389,32.36797274,0,1,3,0,0,7,0,0,1,0,3,589,52,,52,,,,,,,,,,,,
전라북도 순창군 순창읍,35560110,"1,969",10350,4744,41.50505902,19.02415459,0.0002,42,25,7,8,278,106,14,15,17,262,1688,49,,49,17.260365143475614,0.8532317621343761,61.07209550440942,34.063176759325735,0.3059909114465564,175.36744052756364,31.683754467886136,1.9151518535214689,106.8705963900834,,,
전라북도 순창군 인계면,35560310,446,1427,821,54.32399513,31.25437982,0,2,1,1,0,8,1,1,0,1,3,1269,54,,54,,,,,,,,,,,,
전라북도 순창군 동계면,35560320,623,1915,1132,55.03533569,32.53263708,0.0001,1,0,2,0,17,2,3,0,4,14,1181,76,,76,,,,,,,,,,,,
전라북도 순창군 적성면,35560330,404,1221,738,54.74254743,33.08763309,0,0,4,0,0,9,1,3,3,2,6,1264,55,,55,,,,,,,,,,,,
전라북도 순창군 유등면,35560340,353,1016,607,58.15485997,34.74409449,0,0,0,0,0,8,1,1,0,2,2,935,26,,26,,,,,,,,,,,,
전라북도 순창군 풍산면,35560350,542,1628,959,56.51720542,33.29238329,0.0001,0,1,0,0,6,1,2,2,4,4,1337,49,,49,8.928571428571429,0.3571428571428571,,,,,30.294637508377967,0.1637534080282172,,,,
전라북도 순창군 금과면,35560360,553,1710,1018,54.32220039,32.33918129,0.0001,0,0,0,0,8,2,1,1,2,10,1189,48,,48,,,,,,,,,,,,
전라북도 순창군 팔덕면,35560370,420,1367,787,53.36721728,30.72421361,0,1,0,0,0,11,2,18,0,0,38,1075,48,,48,,,,,,,,,,,,
전라북도 순창군 복흥면,35560380,554,2029,1121,49.42016057,27.30409069,0.0001,0,3,0,2,27,6,8,1,3,26,1617,47,,47,5.882352941176471,0.2941176470588235,,,,,,,,,,
전라북도 순창군 쌍치면,35560390,556,1879,1084,51.29151292,29.59020756,0.0001,2,0,0,0,20,3,1,2,2,18,1500,59,,59,,,23.474178403755868,,,,,,,,,
전라북도 순창군 구림면,35560400,711,2222,1321,53.82286147,31.99819982,0.0001,3,1,0,1,19,4,9,0,6,21,1674,83,,83,,,,,,,,,,,,
전라북도 고창군 고창읍,35570110,"4,171",20667,9704,42.98227535,20.18193255,0.0004,87,66,13,37,417,190,26,52,57,475,3277,93,,93,14.126763259121052,0.9167764285330704,160.7793921724173,25.96196713415654,0.7207284873629642,161.86186538775704,17.847818757059464,4.336302142,200.0271159692232,,,
전라북도 고창군 고수면,35570310,775,2290,1375,56.36363636,33.84279476,0.0001,6,2,0,0,15,4,1,3,0,10,589,75,,75,,,100.8369466572552,50.19343447319042,0.3134364062301383,,,,,,,
전라북도 고창군 아산면,35570320,919,2497,1562,58.83482714,36.804165,0.0001,7,4,0,0,41,2,18,2,3,59,803,86,,86,,,162.29946524064172,,,,,,,,,
전라북도 고창군 무장면,35570330,888,2650,1561,56.88661115,33.50943396,0.0001,0,1,1,0,35,8,0,2,1,27,658,89,,89,,,,,,,,,,,,
전라북도 고창군 공음면,35570340,828,2323,1430,57.9020979,35.64356436,0.0001,0,2,0,0,25,7,1,3,1,22,706,83,,83,,,,,,,,,,,,
전라북도 고창군 상하면,35570350,777,2279,1359,57.17439294,34.09390083,0.0001,2,1,0,0,53,4,23,2,6,40,922,78,,78,,,,,,,,,,,,
전라북도 고창군 해리면,35570360,906,2548,1574,57.56035578,35.55729984,0.0001,5,0,3,0,50,13,12,2,5,35,915,100,,100,,,,,,,,,,,,
전라북도 고창군 성송면,35570370,656,1679,1085,60.46082949,39.07087552,0.0001,0,0,0,0,7,1,0,1,0,4,477,72,,72,3.333333333333333,0.6666666666666666,,,,,,,,,,
전라북도 고창군 대산면,35570380,"1,111",3008,1888,58.84533898,36.93484043,0.0001,3,0,1,1,47,9,3,4,0,25,931,71,,71,,,,,,,,,,,,
전라북도 고창군 심원면,35570390,772,2348,1397,55.26127416,32.879046,0.0001,1,2,0,0,55,8,15,3,5,49,1064,46,,46,,,,,,,,,,,,
전라북도 고창군 흥덕면,35570400,974,2941,1754,55.53021665,33.11798708,0.0001,6,1,1,2,34,16,4,4,4,54,1233,67,,67,7.135994087213599,0.3565040650406504,67.75067750677508,,,,11.457387102814078,0.7253779643321568,,,,
전라북도 고창군 성내면,35570410,639,1847,1125,56.8,34.59664321,0.0001,3,0,1,0,12,2,1,0,0,7,703,66,,66,,,,,,,,,,,,
전라북도 고창군 신림면,35570420,765,2080,1302,58.75576037,36.77884615,0.0001,4,2,0,0,28,8,2,2,2,13,1027,64,,64,,,96.8054211,,,,,,,,,
전라북도 고창군 부안면,35570430,915,2593,1617,56.58627087,35.28731199,0.0001,3,4,0,0,23,7,16,3,3,25,1063,80,,80,20.52545155993432,0.2926435986861945,,,,,,,,,,
전라북도 부안군 부안읍,35580110,"4,424",20569,9989,44.28871759,21.50809471,0.0004,80,43,12,62,525,199,28,40,52,495,2603,102,,102,21.254460162503676,0.9728214892948568,119.07985799171855,22.17411117430764,0.6121112535305109,155.51180521356414,17.405608470572002,0.7425271423502869,135.3387734,,,
전라북도 부안군 주산면,35580310,639,1759,1103,57.93291024,36.32745878,0.0001,0,0,0,0,18,4,0,2,0,6,816,74,,74,,,,,,,,,,,,
전라북도 부안군 동진면,35580320,889,2598,1581,56.23023403,34.21862972,0.0001,3,0,0,1,16,6,1,1,0,13,1341,92,,92,,,,,,,,,,,,
전라북도 부안군 행안면,35580330,729,2038,1240,58.79032258,35.7703631,0.0001,15,4,0,1,38,17,6,10,3,20,1794,66,,66,,,,,,,8.428007956,0.6405286046590027,,,,
전라북도 부안군 계화면,35580340,"1,019",3059,1834,55.56161396,33.31153972,0.0001,3,2,0,4,26,11,1,0,4,24,1585,39,,39,0,0.4098360655737705,,,,,,,,,,
전라북도 부안군 보안면,35580350,895,2291,1477,60.5958023,39.06591008,0.0001,3,2,0,0,23,8,7,3,1,13,1672,89,,89,17.52560016,1.103150007,,,,,,,,,,
전라북도 부안군 변산면,35580360,"1,376",4170,2448,56.20915033,32.99760192,0.0001,5,6,0,10,124,15,168,11,28,241,2409,75,,75,15.053128689492326,0.4319165682802046,21.428571428571427,8.493446960998149,0.7566934243684591,,30.74085459575776,0.6148170919151552,136.18677042801556,,,
전라북도 부안군 진서면,35580370,800,2213,1368,58.47953216,36.15002259,0.0001,2,0,0,1,79,4,36,3,7,102,1876,48,,48,,,,,,,28.23380761,0.4056723014366307,46.708374955794056,,,
전라북도 부안군 백산면,35580380,923,2369,1530,60.32679739,38.96158717,0.0001,2,1,0,0,12,5,0,0,0,9,1129,114,,114,,,,,,,,,,,,
전라북도 부안군 상서면,35580390,745,2076,1270,58.66141732,35.88631985,0.0001,1,0,0,1,14,3,3,0,1,19,1501,57,,57,,,,,,,15.076134479119554,0.5276647067691844,,,,
전라북도 부안군 하서면,35580400,877,2478,1527,57.43287492,35.39144471,0.0001,3,1,0,3,13,2,4,2,2,16,1941,85,,85,3.75,0.3125,92.73570324574962,,,,,,,,,
전라북도 부안군 줄포면,35580410,865,2471,1501,57.62824783,35.00607042,0.0001,5,1,0,2,51,16,1,5,3,71,2067,43,,43,5.946966677829969,0.1480420264664889,58.25658960786432,,,263.39742670716544,,,,,,
전라북도 부안군 위도면,35580420,537,1096,764,70.28795812,48.99635036,0.0001,1,1,0,1,25,1,37,1,12,17,114,,,0,,,,,,,,,,,,
전라남도 목포시 용당1동,36010510,"3,057",9700,5555,55.03150315,31.51546392,0.0003,63,14,10,16,328,104,20,39,24,279,928,25,,25,16.940790926973527,0.4811793568799964,83.00225712187128,8.345684947054975,0.5841979462938482,74.12898443291327,16.637308141493246,0.6329392567381902,168.77870062323592,,,
전라남도 목포시 용당2동,36010520,"1,581",4663,2770,57.07581227,33.90521124,0.0002,24,8,0,8,101,61,28,29,13,145,479,16,,16,8.866855535529119,0.5637880064911335,56.38694336058808,,,55.32197388802832,,,,,,
전라남도 목포시 연동,36010530,"1,616",4075,2560,63.125,39.65644172,0.0002,14,8,2,4,155,51,10,30,9,90,473,13,,13,9.108642920826606,0.6593859623845014,46.82376993,22.131426625808647,0.4539779820678697,,,,,,,
전라남도 목포시 산정동,36010550,"1,517",9119,4107,36.93693694,16.63559601,0.0002,7,1,2,6,51,38,0,5,17,52,318,11,,11,12.68897410281247,0.8027031947750009,60.874203118851085,11.016225374630272,0.6977280354376715,93.22138536,19.48538825,0.302942499,,20.242914979757085,0.6072874493927126,
전라남도 목포시 연산동,36010560,"1,337",10299,4172,32.04697987,12.9818429,0.0001,30,48,4,5,94,83,0,12,7,107,566,34,,34,9.934765103,0.7832468980572266,121.0206275,63.21165846222807,0.5861003695399042,261.52457392497604,,,,,,
전라남도 목포시 원산동,36010570,"2,752",11993,5960,46.17449664,22.94671892,0.0003,24,26,4,13,181,119,0,10,62,426,1080,16,,16,9.756937721845755,0.8038193772184575,111.11111111111111,30.99263579611016,0.5561073056410824,129.45027428694132,8.735031224723839,0.7111875918900941,64.38059985366307,6.574944061103358,1.1678410515145587,
